"fecha","delito","x","y","colonia","municipio","clave_mun","hora","bien_afectado","zona_geografica"
"27/02/2017","robo a casa habitacion","-104.369677","19.761057","camichines","autlan de navarro","15","05:30","el patrimonio","interior"
"12/03/2017","violencia familiar","-104.157883","19.82373","centro","el limon","54","05:30","la familia","interior"
"28/03/2017","lesiones dolosas","-104.205436","19.80519","oriente segunda seccion","el grullo","37","05:30","la vida y la integridad corporal","interior"
"05/03/2017","violacion","-104.266808","19.951444","guadalupana","union de tula","110","05:30","la libertad y la seguridad sexual","interior"
"29/03/2017","robo a casa habitacion","-104.265304","19.954346","el pepino","union de tula","110","05:30","el patrimonio","interior"
"03/03/2017","violencia familiar","-104.346615","20.123047","centro","ayutla","17","05:30","la familia","interior"
"28/03/2017","lesiones dolosas","-104.048362","20.201463","centro","tecolotlan","88","05:30","la vida y la integridad corporal","interior"
"24/03/2017","robo a casa habitacion","-104.263697","19.95512","la loma","union de tula","110","05:30","el patrimonio","interior"
"04/03/2017","robo de motocicleta","-104.355202","19.762604","jardines de autlan","autlan de navarro","15","17:45","el patrimonio","interior"
"25/03/2017","robo a negocio","-104.22378","19.81292","del alamo","el grullo","37","17:45","el patrimonio","interior"
"24/03/2017","lesiones dolosas","-104.342767","20.12969","centro","ayutla","17","05:30","la vida y la integridad corporal","interior"
"07/03/2017","abuso sexual infantil","-104.356442","19.770105","la calma","autlan de navarro","15","05:30","la libertad y la seguridad sexual","interior"
"14/03/2017","violencia familiar","-104.350235","20.129577","centro","ayutla","17","17:45","la familia","interior"
"29/03/2017","robo a casa habitacion","-104.268941","19.953157","centro","union de tula","110","05:30","el patrimonio","interior"
"26/03/2017","robo a casa habitacion","-104.222608","19.813522","laureles","el grullo","37","17:45","el patrimonio","interior"
"29/03/2017","robo a casa habitacion","-104.05453","20.206509","centro","tecolotlan","88","17:45","el patrimonio","interior"
"28/03/2017","violencia familiar","-104.285708","19.84476","el corcovado","autlan de navarro","15","05:30","la familia","interior"
"12/03/2017","robo de motocicleta","-104.379659","19.772864","efrain gonzalez luna","autlan de navarro","15","17:45","el patrimonio","interior"
"09/03/2017","lesiones dolosas","-104.222565","19.811225","del alamo","el grullo","37","17:45","la vida y la integridad corporal","interior"
"03/03/2017","lesiones dolosas","-104.365625","19.771956","centro","autlan de navarro","15","17:45","la vida y la integridad corporal","interior"
"05/03/2017","violencia familiar","-104.371554","19.786979","los arquitos","autlan de navarro","15","05:30","la familia","interior"
"04/03/2017","robo de motocicleta","-103.980117","20.220253","ojo de agua","tecolotlan","88","17:45","el patrimonio","interior"
"19/03/2017","violencia familiar","-104.415689","19.768081","no disponible","autlan de navarro","15","05:30","la familia","interior"
"18/03/2017","robo a int de vehiculos","-104.223519","19.804081","centro","el grullo","37","05:30","el patrimonio","interior"
"27/03/2017","robo de motocicleta","-104.357473","19.772155","la calma","autlan de navarro","15","17:45","el patrimonio","interior"
"27/03/2017","robo a casa habitacion","-104.357438","19.772742","del cangrejo","autlan de navarro","15","17:45","el patrimonio","interior"
"07/03/2017","robo de autopartes","-104.369499","19.795297","las rosas","autlan de navarro","15","05:30","el patrimonio","interior"
"19/03/2017","lesiones dolosas","-104.357541","19.776494","centro 2da secc","autlan de navarro","15","17:45","la vida y la integridad corporal","interior"
"20/03/2017","violencia familiar","-104.363901","19.777488","centro","autlan de navarro","15","05:30","la familia","interior"
"27/03/2017","robo a persona","-104.369014","19.786218","pintores sur","autlan de navarro","15","17:45","el patrimonio","interior"
"28/03/2017","lesiones dolosas","-104.219638","19.815273","el alamo","el grullo","37","05:30","la vida y la integridad corporal","interior"
"08/03/2017","robo a vehiculos particulares","-104.023715","20.087111","san jose de los guajes","juchitlan","52","05:30","el patrimonio","interior"
"21/03/2017","robo a casa habitacion","-104.363557","19.778984","centro","autlan de navarro","15","17:45","el patrimonio","interior"
"27/03/2017","robo a vehiculos particulares","-104.365625","19.771956","centro","autlan de navarro","15","05:30","el patrimonio","interior"
"22/03/2017","abuso sexual infantil","-104.338563","19.821207","mezquitan","autlan de navarro","15","05:30","la libertad y la seguridad sexual","interior"
"14/03/2017","robo a casa habitacion","-104.36252","19.747065","cerro colorado 2da secc","autlan de navarro","15","05:30","el patrimonio","interior"
