fecha,delito,x,y,colonia,municipio,clave_mun,hora,bien_afectado,zona_geografica,ID_municipio_unico
28/07/2017,Robo a vehículos particulares,-103.571586,20.229761,ZACOALCO DE TORRES CENTRO,Zacoalco de Torres,119,05:30,El patrimonio,Interior,ENT14MUN119
25/07/2017,Robo a vehículos particulares,-103.597911,19.884238,CENTRO HISTORICO,Sayula,82,17:45,El patrimonio,Interior,ENT14MUN082
28/07/2017,Robo a persona,-103.593745,20.422159,ACATLAN DE JUAREZ CENTRO,Acatlán de Juárez,2,05:30,El patrimonio,Interior,ENT14MUN002
03/07/2017,Lesiones dolosas,-103.606861,20.418771,EL PLAN,Acatlán de Juárez,2,05:30,La vida y la integridad corporal,Interior,ENT14MUN002
11/07/2017,Lesiones dolosas,-103.825245,20.36361,SAN PEDRO,Cocula,24,05:30,La vida y la integridad corporal,Interior,ENT14MUN024
20/07/2017,Lesiones dolosas,-103.272287,20.127134,ATOTONILCO,Teocuitatlán de Corona,92,05:30,La vida y la integridad corporal,Interior,ENT14MUN092
19/07/2017,Robo a vehículos particulares,-103.819065,20.360514,LA ASCENCION,Cocula,24,05:30,El patrimonio,Interior,ENT14MUN024
28/07/2017,Robo a vehículos particulares,-103.818705,20.358786,LA ASCENCION,Cocula,24,17:45,El patrimonio,Interior,ENT14MUN024
21/07/2017,Robo a vehículos particulares,-103.822821,20.364413,CENTRO,Cocula,24,05:30,El patrimonio,Interior,ENT14MUN024
28/07/2017,Lesiones dolosas,-103.911917,20.316146,EL SAUCILLO,Cocula,24,17:45,La vida y la integridad corporal,Interior,ENT14MUN024
10/07/2017,Robo a negocio,-103.822821,20.364413,CENTRO,Cocula,24,05:30,El patrimonio,Interior,ENT14MUN024
10/07/2017,Violencia familiar,-103.590759,20.428701,MIRAVALLE,Acatlán de Juárez,2,05:30,La familia,Interior,ENT14MUN002
05/07/2017,Violencia familiar,-103.730451,20.314847,EL TECUAN,Villa Corona,114,17:45,La familia,Interior,ENT14MUN114
01/07/2017,Violación,-103.539694,19.871085,USMAJAC,Sayula,82,17:45,La libertad y la seguridad sexual,Interior,ENT14MUN082
27/07/2017,Robo a vehículos particulares,-103.850645,20.402099,NO DISPONIBLE,Cocula,24,05:30,El patrimonio,Interior,ENT14MUN024
03/07/2017,Robo a carga pesada,-103.607588,20.423323,EL PLAN,Acatlán de Juárez,2,17:45,El patrimonio,Interior,ENT14MUN002
04/07/2017,Robo a casa habitación,-103.731885,20.144359,LIRIOS,Atemajac de Brizuela,10,17:45,El patrimonio,Interior,ENT14MUN010
10/07/2017,Robo a vehículos particulares,-103.822372,20.365927,CENTRO,Cocula,24,17:45,El patrimonio,Interior,ENT14MUN024
02/07/2017,Lesiones dolosas,-103.606452,20.416225,EL PLAN,Acatlán de Juárez,2,05:30,La vida y la integridad corporal,Interior,ENT14MUN002
20/07/2017,Violencia familiar,-103.598309,19.872619,LA MEZCALERA,Sayula,82,05:30,La familia,Interior,ENT14MUN082
23/08/2017,Robo a vehículos particulares,-103.822372,20.365927,CENTRO,Cocula,24,05:30,El patrimonio,Interior,ENT14MUN024
04/08/2017,Robo a vehículos particulares,-103.936826,20.436315,CENTRO,San Martín Hidalgo,77,05:30,El patrimonio,Interior,ENT14MUN077
22/08/2017,Lesiones dolosas,-103.608521,20.300962,GENERAL ANDRES FIGUEROA,Zacoalco de Torres,119,17:45,La vida y la integridad corporal,Interior,ENT14MUN119
17/08/2017,Violencia familiar,-103.570731,20.221225,ALTO,Zacoalco de Torres,119,05:30,La familia,Interior,ENT14MUN119
09/08/2017,Robo a casa habitación,-103.602848,19.88176,CENTRO HISTORICO,Sayula,82,05:30,El patrimonio,Interior,ENT14MUN082
16/08/2017,Robo a negocio,-103.591175,19.885557,27 DE SEPTIEMBRE,Sayula,82,17:45,El patrimonio,Interior,ENT14MUN082
03/08/2017,Robo a casa habitación,-103.598116,20.423441,ACATLAN DE JUAREZ,Acatlán de Juárez,2,05:30,El patrimonio,Interior,ENT14MUN002
